issue title,link,filtering type
[RFC] Enable Int8-Mixed-BF16 PT2E PTQ Quantization with Inductor,https://github.com/pytorch/pytorch/issues/111640,Step 1: Feature requests and general help requests
[INDUCTOR] Performance regression when batch size = 1 in text generation,https://github.com/pytorch/pytorch/issues/131734,Step 1: Feature requests and general help requests
[BE] Fix torch.compile docstring formatting issues,https://github.com/pytorch/pytorch/pull/131837,Step 2: Issue not discussing a bug within torch.compile
[dynamo][recompile-logs] Suggest force_parameter_static_shapes on the recompile log for parameter-related recomps,https://github.com/pytorch/pytorch/pull/131825,Step 3: Issue not related to correctness bugs
Can't use torch.cuda.graph outside of torch.compile,https://github.com/pytorch/pytorch/issues/131782,Step 2: Issue not discussing a bug within torch.compile
[aoti] Fix constant inputs passed to aoti,https://github.com/pytorch/pytorch/pull/131594,Step 1: Feature requests and general help requests
Release 2.4.0 validations checklist and cherry-picks,https://github.com/pytorch/pytorch/issues/130151,Step 2: Issue not discussing a bug within torch.compile
TORCHDYNAMO_INLINE_INBUILT_NN_MODULES silently falls back to eager instead of recompiling after monkeypatching,https://github.com/pytorch/pytorch/issues/131505,Step 3: Issue not related to correctness bugs
[inductor]Add DtypeView to avoid memory leak and unnecessary kernel generations,https://github.com/pytorch/pytorch/pull/128883,Step 1: Feature requests and general help requests
Use inductor TestCase for test_replicate_with_compiler.py,https://github.com/pytorch/pytorch/pull/131053,Step 2: Issue not discussing a bug within torch.compile
Prevent cuda:0 context initialization when working on another cuda device,https://github.com/pytorch/pytorch/pull/124722,Step 2: Issue not discussing a bug within torch.compile
Use inductor TestCase for test_replicate_with_compiler.py,https://github.com/pytorch/pytorch/pull/131193,Step 2: Issue not discussing a bug within torch.compile
[dynamo] Add a JK kill switch for disabling compile,https://github.com/pytorch/pytorch/pull/131258,Step 1: Feature requests and general help requests
Compilation of Subclasses + Effectful ops fails on operation with effectful_op result,https://github.com/pytorch/pytorch/issues/131172,Step 1: Feature requests and general help requests
[inductor] adapte windows file path,https://github.com/pytorch/pytorch/pull/130713,Step 2: Issue not discussing a bug within torch.compile
[WIP]Intel GPU oneDNN upstreaming: Conv pointwise fusion,https://github.com/pytorch/pytorch/pull/118064,Step 1: Feature requests and general help requests
[WIP]Intel GPU oneDNN upstreaming: Linear pointwise fusion,https://github.com/pytorch/pytorch/pull/117824,Step 1: Feature requests and general help requests
Can't run `test_public_bindings.py` locally,https://github.com/pytorch/pytorch/issues/130371,Step 2: Issue not discussing a bug within torch.compile
[inductor] fix windows UT expected torch.compile fail issue.,https://github.com/pytorch/pytorch/pull/130855,Step 2: Issue not discussing a bug within torch.compile
Use @fx.wrap for python-side NJT construction,https://github.com/pytorch/pytorch/pull/130183,Step 1: Feature requests and general help requests
Flex Decoding,https://github.com/pytorch/pytorch/pull/128678,Step 1: Feature requests and general help requests
Flex Attention HOP: Add support for flex decoding,https://github.com/pytorch/pytorch/pull/129415,Step 1: Feature requests and general help requests
[NestedTensor] torch.compile silent specialization on _max_seqlen,https://github.com/pytorch/pytorch/issues/124205,Studied Dataset (Confirmed Correctness Bug)
[FSDP2][PT2D] enable torch.compile for compute in CI,https://github.com/pytorch/pytorch/pull/122876,Step 2: Issue not discussing a bug within torch.compile
[inductor] Better messaging when triton version is too old,https://github.com/pytorch/pytorch/pull/130403,Step 2: Issue not discussing a bug within torch.compile
[decomps] Fix aten._to_copy decomp,https://github.com/pytorch/pytorch/pull/130381,Step 2: Issue not discussing a bug within torch.compile
[vmap x compile] internal assert failure,https://github.com/pytorch/pytorch/issues/130362,Step 2: Issue not discussing a bug within torch.compile
[custom_op]Fix self in mutation_args,https://github.com/pytorch/pytorch/pull/130179,Step 2: Issue not discussing a bug within torch.compile
[guard-validation][dynamic-shapes] out variant issue ,https://github.com/pytorch/pytorch/issues/130068,Step 2: Issue not discussing a bug within torch.compile
torch.compile + TorchFunctionMode + vmap not working,https://github.com/pytorch/pytorch/issues/130103,Step 2: Issue not discussing a bug within torch.compile
Update torch-xpu-ops pin (ATen XPU implementation),https://github.com/pytorch/pytorch/pull/129353,Step 2: Issue not discussing a bug within torch.compile
Stop updating hints,https://github.com/pytorch/pytorch/pull/129893,Step 2: Issue not discussing a bug within torch.compile
"[dynamo, functorch] trace through FunctionalTensor",https://github.com/pytorch/pytorch/pull/126936,Step 2: Issue not discussing a bug within torch.compile
[WIP] fix for the closure issue?,https://github.com/pytorch/pytorch/pull/127998,Step 3: Issue not related to correctness bugs
"[cuDNN][SDPA] Remove `TORCH_CUDNN_SDPA_ENABLED=1`, enable cuDNN SDPA by default on H100 and 2nd on other archs >= sm80",https://github.com/pytorch/pytorch/pull/125343,Step 2: Issue not discussing a bug within torch.compile
[Tracker] torch.sparse semi-structured 2.3 beta release,https://github.com/pytorch/pytorch/issues/115662,Step 2: Issue not discussing a bug within torch.compile
[Simple FSDP] Add unit test for torch.compile + reparameterization + SAC,https://github.com/pytorch/pytorch/pull/129641,Step 2: Issue not discussing a bug within torch.compile
ConstraintViolationError not thrown when constraining dynamic dim to static int,https://github.com/pytorch/pytorch/issues/122307,Step 2: Issue not discussing a bug within torch.compile
Decide whether / how to ban SAC + inplace ops in eager,https://github.com/pytorch/pytorch/issues/119590,Step 2: Issue not discussing a bug within torch.compile
add `fakemode_fallback_fn` parameter in `allow_in_graph`,https://github.com/pytorch/pytorch/pull/129526,Step 1: Feature requests and general help requests
"[Reopen #114036] Allow ""must recompute"" in torch.compile + selective checkpointing (SAC)",https://github.com/pytorch/pytorch/pull/129295,Step 2: Issue not discussing a bug within torch.compile
"Allow ""must recompute"" in torch.compile + selective checkpointing (SAC)",https://github.com/pytorch/pytorch/pull/114036,Step 2: Issue not discussing a bug within torch.compile
Introduce a prototype for SymmetricMemory,https://github.com/pytorch/pytorch/pull/128582,Step 1: Feature requests and general help requests
[compiled autograd] use in_compiled_autograd_region instead of compiled_autograd_enabled_count,https://github.com/pytorch/pytorch/pull/128982,Step 2: Issue not discussing a bug within torch.compile
Short-term fix to preserve NJT metadata cache in torch.compile,https://github.com/pytorch/pytorch/pull/122836,Step 2: Issue not discussing a bug within torch.compile
[Traceable FSDP2] [Dynamo] Fix OptimizedModule._initialize to allow tracing into FSDP2 module hooks for module from user-defined module class,https://github.com/pytorch/pytorch/pull/129046,Step 3: Issue not related to correctness bugs
[inductor] fix compile time regression by caching get_gpu_type (#128363),https://github.com/pytorch/pytorch/pull/128717,Step 3: Issue not related to correctness bugs
[torch.compile] Enable bwd compilation metrics,https://github.com/pytorch/pytorch/pull/128973,Step 1: Feature requests and general help requests
distributed functional_collectives scatter,https://github.com/pytorch/pytorch/pull/122003,Step 2: Issue not discussing a bug within torch.compile
Dynamo incorrectly classifies bound methods when used in a closure,https://github.com/pytorch/pytorch/issues/118988,Step 3: Issue not related to correctness bugs
[compiled autograd] move torch.compile out of cpp compiled autograd partial,https://github.com/pytorch/pytorch/pull/125900,Step 2: Issue not discussing a bug within torch.compile
[dynamo-inlining-nn-modules[rnn] Skip weakref checks for torch.compile,https://github.com/pytorch/pytorch/pull/128639,Step 3: Issue not related to correctness bugs
[torch.compile][ci] Flaky models in CI (similar to DISABLED_TEST),https://github.com/pytorch/pytorch/pull/128715,Step 3: Issue not related to correctness bugs
add xpu to torch.compile,https://github.com/pytorch/pytorch/pull/127279,Step 1: Feature requests and general help requests
Discrepancy between eager and inductor of CPU AMP when running gt,https://github.com/pytorch/pytorch/issues/128306,Step 4: Issue not confirmed by developers
[wip] add metadata of orig model parameter ID to aot_autograd FX nodes,https://github.com/pytorch/pytorch/pull/126926,Step 1: Feature requests and general help requests
Fix accidental variable shadow,https://github.com/pytorch/pytorch/pull/128460,Step 3: Issue not related to correctness bugs
"add wider support for input mutations during backward in torch.compile, as long as they are hidden from autograd",https://github.com/pytorch/pytorch/pull/127551,Step 1: Feature requests and general help requests
Release 2.3.1 validations checklist and cherry-picks,https://github.com/pytorch/pytorch/issues/127441,Step 2: Issue not discussing a bug within torch.compile
'torch.compiler.reset()' does not reset 'assume_constant_result' value,https://github.com/pytorch/pytorch/issues/128437,Step 4: Issue not confirmed by developers
[inductor] fix compile time regression by caching get_gpu_type,https://github.com/pytorch/pytorch/pull/128363,Step 3: Issue not related to correctness bugs
Tracker for torch._numpy errors under dynamo,https://github.com/pytorch/pytorch/issues/111370,Step 3: Issue not related to correctness bugs
[dynamo] Skip inlining builtin nn modules for torch.compile inside cond,https://github.com/pytorch/pytorch/pull/128247,Step 3: Issue not related to correctness bugs
[pipelining] Restore a stage constructor for tracer path,https://github.com/pytorch/pytorch/pull/128273,Step 2: Issue not discussing a bug within torch.compile
Torch.compile tutorial shows incorrect triton kernel,https://github.com/pytorch/pytorch/issues/104043,Step 3: Issue not related to correctness bugs
torch.utils.flop_counter.FlopCounterMode doesn't work well with compiled model,https://github.com/pytorch/pytorch/issues/128199,Step 2: Issue not discussing a bug within torch.compile
